17142	CLOSED	Transport helicopter causing game crash	Crash, Regression	2019-09-28 12:08:02 +0000 UTC
17140	CLOSED	Defaults: breaks combine: Nodes	Question / Support	2019-09-30 13:00:58 +0000 UTC
17138	OPEN	var sheetBuilder2 = new SheetBuilder(SheetType.BGRA, 512) throws exception always.	Question / Support	2019-09-22 10:16:13 +0000 UTC
17137	CLOSED	wiki page. it is not issue. just a part of wiki placed in issue page.		2019-09-24 08:44:47 +0000 UTC
17134	CLOSED	Current version of all 3 OpenRA games crashing	Crash, OS: Linux	2019-09-22 23:28:32 +0000 UTC
17132	OPEN	Consider increasing the amount of parallel texture bindings.	Performance	2019-09-20 10:46:22 +0000 UTC
17130	OPEN	gl_DrawCalss from Renderables overdraws so much Dune2 mod	Performance	2020-07-10 12:39:39 +0000 UTC
17128	CLOSED	Questions: msam AA missions, Airstrikesquad spacing	Tiberian Dawn, Scripting, Question / Support	2019-09-19 13:47:03 +0000 UTC
17127	OPEN	TD: e4 attack animation bug	Polish	2020-03-17 20:20:18 +0000 UTC
17126	OPEN	Traits using TerrainSpriteLayer cause OpenGL overdraw	Bug, Dune 2000	2019-12-01 17:21:19 +0000 UTC
17125	CLOSED	SmudgeLayer.cs Overdraws glDrawArrays	Refactor	2020-06-09 17:47:40 +0000 UTC
17123	OPEN	Let trees share a cell	Feature, Tiberian Sun	2019-09-27 15:57:31 +0000 UTC
17120	CLOSED	Please add flip facings to engine for modders.	Feature	2019-09-19 10:48:08 +0000 UTC
17118	CLOSED	Non-remap red pixels on deployed TS Tick Tank	Polish, Tiberian Sun	2021-02-06 21:46:53 +0000 UTC
17117	CLOSED	Nudging actors at production exits should check for success	Bug	2019-10-28 18:35:33 +0000 UTC
17116	OPEN	On TS shellmap GDI always overwhelms Nod	Polish, Tiberian Sun	2019-09-29 19:45:34 +0000 UTC
17115	CLOSED	bleed TS shellmap: Nod harvester asleep	Regression	2019-09-28 11:58:26 +0000 UTC
17111	CLOSED	TS: Hunterseeker broken		2019-09-16 14:43:22 +0000 UTC
17110	CLOSED	Ranger unload onto cliff		2019-09-16 13:52:52 +0000 UTC
17109	CLOSED	TS vehicles / aircraft do not emit smoke when damaged	Polish, Tiberian Sun	2019-09-16 12:37:41 +0000 UTC
17108	OPEN	TS Jump Jet issues	Tiberian Sun	2019-10-03 14:28:58 +0000 UTC
17106	CLOSED	Infantry units can stack on top of each other	Bug	2019-10-11 22:08:16 +0000 UTC
17104	CLOSED	In TS deployed (immobile) units can be pushed aside by other friendly units	Bug	2019-09-19 18:52:14 +0000 UTC
17103	OPEN	When allied structures are force fired TS Disk Throwers projectiles bounce instead of exploding	Bug, Tiberian Sun	2019-09-16 15:50:48 +0000 UTC
17098	OPEN	TS EMP Cannon cannot EMP itself	Tiberian Sun	2019-09-16 06:47:38 +0000 UTC
17096	CLOSED	Aircraft trait is not conditional	Feature	2020-01-06 21:47:54 +0000 UTC
17094	OPEN	Wish: OnFullyHealed(Actor, LuaFunction)	Feature, Scripting	2019-09-15 20:33:05 +0000 UTC
17093	OPEN	Force move does not ignore repair on service depots	Feature	2019-09-15 20:27:12 +0000 UTC
17091	CLOSED	Idea: Spy infiltrating tech buildings	Idea/Wishlist	2019-09-15 13:45:39 +0000 UTC
17090	OPEN	EMP should force subterranean units to surface	Feature, Tiberian Sun	2019-09-14 18:51:16 +0000 UTC
17089	CLOSED	Path-related desync in playtest-20190825	Crash	2019-10-05 12:37:55 +0000 UTC
17087	CLOSED	GL error 1282 on TS [Bleed]	Crash	2020-01-12 16:04:24 +0000 UTC
17084	CLOSED	System.NullReferenceException: Object reference not set to an instance of an object	Crash	2021-04-06 18:04:40 +0000 UTC
17083	OPEN	The map editor does not clear overlays when the terrain below changes to invalid	Bug, Map Editor	2019-09-11 18:34:21 +0000 UTC
17082	CLOSED	System.DivideByZeroException: Attempted to divide by zero		2019-09-11 15:20:55 +0000 UTC
17081	OPEN	Shaders feature for openRA	Feature	2019-09-12 21:06:00 +0000 UTC
17080	OPEN	It is impossible to insert assets into production queue using hotkeys	Bug, UI	2019-09-13 11:49:57 +0000 UTC
17078	OPEN	D2K shellmap, harvester/carryall pickup icon visability	Dune 2000, Polish	2019-09-11 20:37:29 +0000 UTC
17074	OPEN	Bogus behaviour when moving the screen during directional target selection	Bug	2019-09-10 14:40:20 +0000 UTC
17073	CLOSED	TS shellmap, infantry on move order	Bug	2019-09-24 14:48:53 +0000 UTC
17072	OPEN	Image links are broken on "Creating a new unit" wiki guide	Documentation	2020-01-01 21:02:48 +0000 UTC
17071	CLOSED	make tiles crossable by ground units and by naval	Balancing, Red Alert	2021-03-18 15:54:17 +0000 UTC
17070	OPEN	Savegames do not grey out when the map is not found	Feature, UI	2019-10-09 13:19:13 +0000 UTC
17069	CLOSED	Multi-Sequence Format	Idea/Wishlist, Mod Support	2019-09-09 16:19:12 +0000 UTC
17067	OPEN	Implement campaign progression UI	Feature, UI	2021-08-04 17:30:43 +0000 UTC
17064	OPEN	Iron Curtain can be applied to 0 units	Bug, Red Alert	2019-09-28 21:52:13 +0000 UTC
17062	CLOSED	RA1 Allied 03a Dead End, selling or undeploying captured MCV causes crash.	Red Alert, Scripting	2019-09-15 12:51:33 +0000 UTC
17059	CLOSED	Specatator UI a few px too wide in TD/D2k/TS	Polish	2019-10-13 23:02:25 +0000 UTC
17058	OPEN	Chrono tanks do not chrono immediately on force move on playtest	Red Alert	2021-03-14 23:39:17 +0000 UTC
17056	OPEN	Add sound browser test	Feature	2019-09-07 10:18:37 +0000 UTC
17054	CLOSED	Heli take off auto Attackmove	Bug	2019-09-26 16:39:46 +0000 UTC
17053	CLOSED	Exiting passengers ignore map bounds		2019-09-05 21:19:47 +0000 UTC
17052	CLOSED	[MacOS] "Mute sound" option doesn't mute the sound	Bug, OS: MacOS X	2020-03-23 10:13:32 +0000 UTC
17051	CLOSED	[playtest-20190825] RA: Landed helicopters can be Iron Curtained		2019-09-08 10:24:28 +0000 UTC
17050	CLOSED	[playtest-20190825] Aircraft fails to shoot and goes for another pass		2019-10-13 23:22:05 +0000 UTC
17049	OPEN	[release-20190314] Score update issues	Bug	2019-09-20 16:00:21 +0000 UTC
17048	CLOSED	[playtest-20190825] Possible selectbox overlap issue		2019-09-08 16:53:40 +0000 UTC
17047	CLOSED	[playtest-20190825] Cargo unload bug		2019-09-07 14:58:42 +0000 UTC
17046	OPEN	Consider letting harvesters search from refinery and not last harvested position	Polish, AI	2020-12-25 12:55:37 +0000 UTC
17044	CLOSED	Better update frequency for earnings and army graphs	Feature, UI	2019-10-11 19:48:25 +0000 UTC
17043	CLOSED	Regressed Thief behaviour	Regression	2019-10-06 19:28:21 +0000 UTC
17041	CLOSED	Defeated players can select units below fog of war when an ally has GPS	Bug, UI	2020-10-26 23:39:43 +0000 UTC
17040	CLOSED	GLXBadContext on openSUSE 15.1 with NVIDIA drivers	Crash, OS: Linux	2019-09-28 21:52:44 +0000 UTC
17039	OPEN	Unable to use all control group commands due to them interfering to default MacOS commands	OS: MacOS X	2019-09-03 11:31:24 +0000 UTC
17036	OPEN	Move orders given by the scatter command are not displayed in lines	Polish, UI	2019-09-02 08:56:36 +0000 UTC
17034	CLOSED	Duplicate Selectable on TENF	Red Alert, Polish	2019-09-06 11:18:38 +0000 UTC
17033	CLOSED	Unable to use multiple instances of Crushable	Regression	2019-09-07 12:31:58 +0000 UTC
17031	CLOSED	High bridges are broken	Regression	2019-09-09 19:39:26 +0000 UTC
17028	OPEN	OpenRA ingame login (forum) delay	Performance, Networking	2020-06-12 13:15:00 +0000 UTC
17027	CLOSED	[playtest 20190825] make chronosphere work on landed aircraft (helicopters)	Balancing, Red Alert	2020-09-21 13:15:37 +0000 UTC
17023	OPEN	Map can be downloaded from the server hoster, not only the OpenRA Resource Center	Feature, Networking	2019-09-02 22:17:26 +0000 UTC
17018	CLOSED	In-game chat displays a cut off line	Regression, UI	2019-09-06 21:02:51 +0000 UTC
17015	CLOSED	Crash caused by dead cargo	Crash	2019-09-13 08:34:16 +0000 UTC
17013	CLOSED	Add visual feedback for the active selection mode	Idea/Wishlist, UI	2019-12-08 16:34:11 +0000 UTC
17012	OPEN	Add hotkey presets	Idea/Wishlist	2019-08-30 17:58:25 +0000 UTC
17011	OPEN	Signify next item in production queue	Idea/Wishlist, UI	2019-08-30 12:41:40 +0000 UTC
17009	CLOSED	Possible to move a unit onto a harvester	Bug	2019-10-06 14:27:43 +0000 UTC
17008	CLOSED	[playtest-20190825] Cannot find / connect Servers		2019-08-29 10:03:07 +0000 UTC
17006	CLOSED	[playtest-20190825] Carriers unloading units out of the map	Regression	2019-09-06 11:32:10 +0000 UTC
17002	CLOSED	Earnings and army graphs are not/weirdly updated (Bleed)	Regression	2019-09-06 12:00:43 +0000 UTC
17001	OPEN	Repair wrench doesn't work on rearming aircraft	Bug	2020-08-02 12:56:30 +0000 UTC
17000	CLOSED	White pixels appearing on tiles and actors		2019-08-28 16:20:08 +0000 UTC
16998	OPEN	Adding Helicarrier to RA	Feature, Balancing, Red Alert	2019-09-07 17:45:11 +0000 UTC
16997	CLOSED	CRASH with emty logs	Crash	2021-04-06 18:14:59 +0000 UTC
16995	CLOSED	Crash when loading save game	Crash	2019-10-01 17:25:32 +0000 UTC
16993	OPEN	Scatter command is not queueable	Feature, Pathfinding	2019-09-01 14:05:09 +0000 UTC
16992	OPEN	Factions without a Description: show an empty tooltip.	Polish, UI	2019-08-26 16:25:43 +0000 UTC
16991	CLOSED	Asset browser frame counter starts from 0		2019-08-25 22:38:19 +0000 UTC
16989	CLOSED	AI does not repair additional/replaced conyards if they were already damaged before deploy.		2019-08-25 21:05:03 +0000 UTC
16988	CLOSED	[playtest-20190825] Can't connect to server(s) on Linux Ubuntu 18.04	Bug	2019-10-05 16:24:47 +0000 UTC
16985	CLOSED	Replay Browser filenames do not update on rename	Regression, UI	2019-08-25 14:10:30 +0000 UTC
16982	CLOSED	Harvester.LastSearchFailed leaks between activities	Regression	2019-08-25 15:20:39 +0000 UTC
16981	OPEN	Railgun ambientdamage/blocking is tied to it's laser width and the helix makes no effect on it.	Polish, Artwork	2019-09-01 14:05:27 +0000 UTC
16976	CLOSED	Infantry do not always immediately cancel move activities	Regression	2019-08-25 11:13:38 +0000 UTC
16974	CLOSED	[devtest-20190819] Crash loading savegame	Crash	2019-08-24 12:33:13 +0000 UTC
16973	OPEN	MacOS: Not starting	Packaging, OS: MacOS X	2019-08-22 14:01:01 +0000 UTC
16970	CLOSED	OpenRA Replay can be saved into mp4 or any other video format	Idea/Wishlist	2020-10-13 17:26:54 +0000 UTC
16968	CLOSED	[devtest-20190819] Crash	Crash	2019-09-05 11:12:28 +0000 UTC
16967	CLOSED	Remove or alter AppearsOnMapPreview on ^Wall	Polish	2019-08-25 13:33:47 +0000 UTC
16965	CLOSED	Unit will not repair if sort of close by shipyard	Bug, Regression	2019-08-22 09:27:34 +0000 UTC
16962	CLOSED	Fix flare's looped frames in RA/TD	Red Alert, Polish, Tiberian Dawn	2019-08-25 13:24:33 +0000 UTC
16961	OPEN	Hotkey to lock camera to selection (follow)	Feature	2019-08-26 11:37:02 +0000 UTC
16960	CLOSED	Shellmap attacks are broken		2019-08-21 09:24:21 +0000 UTC
16955	OPEN	Control group goto location with reloading helicopters incorrect	Polish	2019-08-17 22:37:15 +0000 UTC
16952	CLOSED	Field of view has resilience with multiple units per cell	Bug	2019-08-23 12:31:31 +0000 UTC
16951	OPEN	Add selection subgroups and a hotkey to cycle them	Feature, UI	2019-08-20 18:39:36 +0000 UTC
16950	CLOSED	Resupply isHostInvalid trait query crash	Crash	2019-08-18 10:48:18 +0000 UTC
16948	CLOSED	Bug: Engineer remote capturing plus designated getaway Ranger freezing	Bug	2019-08-18 22:48:57 +0000 UTC
16943	OPEN	TeslaZap projectile overlap bug and WithMuzzleOverlay looking stupid	Red Alert, Polish	2019-08-26 13:54:50 +0000 UTC
16940	CLOSED	Attack-move behaviour regressions		2019-08-15 16:03:31 +0000 UTC
16937	CLOSED	Support power times should be hidden or moved for spectators in RA	Polish, UI	2019-08-13 00:13:55 +0000 UTC
16936	CLOSED	Decide on and implement coherent behavior when ordering planes to land	Polish	2019-08-13 00:26:22 +0000 UTC
16934	CLOSED	Make service depot passable	Feature, Pathfinding	2020-01-04 16:04:28 +0000 UTC
16932	CLOSED	[devtest-20190810] Unload animation plays twice	Regression	2019-08-11 21:19:45 +0000 UTC
16930	CLOSED	[devtest-20190810] Infantry animation stutter when spawning	Regression	2019-08-18 22:48:38 +0000 UTC
16928	CLOSED	[devtest-20190810] Crash	Crash	2019-08-15 18:13:05 +0000 UTC
16925	CLOSED	Red Alert: crash with a NullReferenceException when aircraft try to resupply		2019-08-10 22:46:04 +0000 UTC
16924	OPEN	Keep attack move cursor if shift is held	Polish, Pathfinding	2020-08-03 18:01:59 +0000 UTC
16922	CLOSED	Planes can attack only one target per flyby	Regression	2019-08-18 10:50:21 +0000 UTC
16919	OPEN	Add visualisation of queued deploy orders	Feature	2020-01-10 22:06:19 +0000 UTC
16916	OPEN	Import elements from other map	Idea/Wishlist, Map Editor	2019-09-22 16:54:09 +0000 UTC
16914	CLOSED	Crash when undeploying pileboxes	Regression	2019-08-10 09:52:34 +0000 UTC
16913	CLOSED	Targeting regression	Regression	2019-08-17 22:23:04 +0000 UTC
16912	CLOSED	Airfield rally point not working	Regression	2019-08-15 15:02:28 +0000 UTC
16911	CLOSED	Plane queued orders don't work properly	Regression	2019-08-10 18:10:46 +0000 UTC
16907	CLOSED	[devtest-20190807] Can't queue attack move while staying in waypoint mode		2019-08-10 11:08:34 +0000 UTC
16905	CLOSED	RepairableNear can be exploited for fast repairs	Regression	2019-08-10 10:39:13 +0000 UTC
16904	CLOSED	Chronod harverster becomes permanent idle	Regression	2019-08-10 18:12:51 +0000 UTC
16901	CLOSED	Units moving into the world from a transport appear at the load point	Regression	2019-08-18 22:33:40 +0000 UTC
16899	CLOSED	Target lines are not shown if an aircraft is sent to rearm via F key	Regression	2019-08-08 11:04:25 +0000 UTC
16898	CLOSED	Target lines are not shown for units coming out of production buildings		2019-08-10 10:17:37 +0000 UTC
16895	CLOSED	Crash when carryall tries to pick up destroyed unit	Crash, Regression	2019-08-08 15:46:35 +0000 UTC
16892	CLOSED	Hide target lines by default		2019-08-10 14:04:00 +0000 UTC
16891	OPEN	Resupply conflict	Regression	2020-08-15 21:16:58 +0000 UTC
16890	OPEN	Resupply shows blocked cursor if some units in the selection can not resupply	Polish	2019-08-07 07:38:40 +0000 UTC
16889	CLOSED	ForceEnter no longer works.	Regression	2019-08-09 07:45:42 +0000 UTC
16888	CLOSED	TakeOffOnResupply inconsistency	Regression	2019-08-09 07:45:42 +0000 UTC
16886	CLOSED	Player buildings are not destroyed on surrender in TS	Bug, Tiberian Sun	2019-08-15 17:13:16 +0000 UTC
16884	CLOSED	RTB orders are missing target lines	Regression	2019-08-10 10:17:37 +0000 UTC
16882	CLOSED	Non-stacking units can not queue order		2019-08-05 12:17:59 +0000 UTC
16881	CLOSED	bug in game : Exception of type `System.NullReferenceException`	Crash	2021-04-06 17:57:55 +0000 UTC
16880	CLOSED	Starting units can overlap in the same cell	Regression	2019-08-10 15:34:13 +0000 UTC
16875	CLOSED	Update the issue template	Documentation	2020-01-19 16:27:44 +0000 UTC
16873	CLOSED	Attempted to get trait from destroyed object (garefn 817 (not in world))		2019-08-03 20:37:05 +0000 UTC
16872	OPEN	Maps with same name will both be deleted	Bug, Map Editor	2019-08-04 11:07:12 +0000 UTC
16871	CLOSED	Damage fire overlays are missing from the mods.	Polish	2019-08-04 12:41:13 +0000 UTC
16870	OPEN	Deleting maps should move to recycle bin rather than vanishing.	Feature, Idea/Wishlist	2019-08-04 08:43:57 +0000 UTC
16868	OPEN	Replace or remove actors of non-existing players when saving in the editor	Map Editor, Polish	2019-08-02 10:09:28 +0000 UTC
16867	CLOSED	RA modding problem	Question / Support	2019-08-01 16:27:19 +0000 UTC
16866	CLOSED	Forgive me if i asked a silly question, how the arc math in MovePart class works?[located in Move.cs]	Question / Support	2019-08-02 01:47:00 +0000 UTC
16865	CLOSED	Request: Ship map 'Climax 2v2' with Red Alert	Red Alert	2021-02-06 20:45:12 +0000 UTC
16863	CLOSED	Units can no longer move through gates	Regression	2019-08-19 17:06:58 +0000 UTC
16862	CLOSED	Move-undeploy no longer works on MCVs	Regression	2019-08-10 15:34:13 +0000 UTC
16857	CLOSED	Selling helipad/airfield/repairpad with docked unit causes crash	Crash	2019-08-08 15:22:54 +0000 UTC
16856	CLOSED	Make units avoid friendly mines at least in singleplayer	Red Alert	2021-03-18 15:23:53 +0000 UTC
16855	CLOSED	RA: Allies mission 5a can not proceed in the middle.	Scripting	2019-08-10 20:20:19 +0000 UTC
16849	CLOSED	OpenRA.Utility should have a "Render Map" command.	Idea/Wishlist, Utility	2019-08-04 11:08:20 +0000 UTC
16848	CLOSED	Unloading actors ignore passability (and sometimes infantry)	Regression	2019-08-10 15:34:13 +0000 UTC
16845	CLOSED	RA: sometimes my engineer will not move where I tell them to, even when there's no obstacles in their way.	Regression	2019-08-10 15:34:12 +0000 UTC
16844	CLOSED	multi player, pre assign slots to team and spawns	Idea/Wishlist	2019-09-17 14:31:31 +0000 UTC
16843	CLOSED	replace pause key with key that is available on laptops	Idea/Wishlist, Usability	2019-07-28 22:25:25 +0000 UTC
16842	OPEN	FlipX (probably Y too) mess up automatic selection bar calculations	Bug	2019-07-26 15:06:45 +0000 UTC
16839	CLOSED	Sarin Gas 1: Crackdown: Mine killed Truck before waypoint, still GameOver	Bug, Scripting	2019-10-04 21:41:11 +0000 UTC
16838	OPEN	Passive AI	Idea/Wishlist, AI	2019-08-07 17:34:23 +0000 UTC
16837	CLOSED	Not all the player color picker checks are performed at the same time	Bug	2020-02-24 20:17:50 +0000 UTC
16835	CLOSED	RA airfield near east border: planes take more time outside the map	Regression	2019-08-11 12:44:29 +0000 UTC
16833	CLOSED	Mission lua typo	Scripting	2019-12-20 23:48:04 +0000 UTC
16831	CLOSED	Observer statistics: Selecting a tab then returning it to None leaves the last opened tab selected as well in the menu when next opened	Regression	2019-07-27 09:17:35 +0000 UTC
16830	CLOSED	Red Alert (commit 4c3f2f3) crashes late in game on custom map (pitstep V2 by kazu. soscared)	Crash, Regression	2019-08-08 15:22:54 +0000 UTC
16829	CLOSED	Leaving a multiplayer game should trigger a surrender		2019-07-27 10:30:18 +0000 UTC
16826	CLOSED	You can deploy onto other units	Regression	2019-08-04 09:49:00 +0000 UTC
16824	CLOSED	TD: C17 comeback when airfield near left mapborder	Regression	2019-08-11 14:28:43 +0000 UTC
16820	CLOSED	Bug: Production of unsupported unit via lua results in crash without message	Crash	2019-07-21 21:20:45 +0000 UTC
16819	CLOSED	Helicopters can resupply facing any direction	Bug	2019-07-23 14:17:19 +0000 UTC
16818	OPEN	BINK File Format Support for OpenRA	Feature, Idea/Wishlist	2020-10-13 17:41:41 +0000 UTC
16817	CLOSED	HitShape breaks with MiniYaml conventions		2019-07-20 18:00:32 +0000 UTC
16814	CLOSED	Actors outside the map edge on "Center of Attention Redux 2"	Bug, Polish, AI	2021-03-18 23:24:00 +0000 UTC
16812	CLOSED	Hotkey settings dialog needs further refinements	Polish, UI	2019-08-23 12:08:10 +0000 UTC
16811	CLOSED	Canceling a resupply order does not cancel Carryall transport request		2019-07-22 20:54:03 +0000 UTC
16810	OPEN	Hovercraft and units visibility issue (Tiberium Dawn)	Polish, Tiberian Dawn	2019-07-20 14:38:22 +0000 UTC
16809	CLOSED	Mechanic Cancels Orders when Exiting Barracks		2019-07-20 08:28:43 +0000 UTC
16802	OPEN	Introduce an IActor interface and move Actor to Common	Idea/Wishlist, Refactor	2019-07-19 18:01:25 +0000 UTC
16801	OPEN	Request: Allow reordering spawnpoints in the Map Editor	Feature, Map Editor, UI	2019-07-19 17:41:18 +0000 UTC
16800	CLOSED	Crashes during single player skirmish (System.NullReferenceException)		2019-07-19 16:03:12 +0000 UTC
16798	CLOSED	Landed helicopters do not move when you try to build on them	Polish, AI	2019-07-28 09:31:25 +0000 UTC
16796	CLOSED	No repair queue for aircrafts	Bug	2019-07-19 11:04:21 +0000 UTC
16792	CLOSED	Red Alert: Kennel need more EXIT point.	Red Alert, Polish	2019-12-19 22:01:39 +0000 UTC
16791	OPEN	TS: destroyed APC ejects infantry on service depot	Bug, Tiberian Sun	2021-02-06 18:55:12 +0000 UTC
16790	CLOSED	Red Alert Soviet Campaign mission 1	Polish, Scripting	2021-01-30 12:47:16 +0000 UTC
16785	CLOSED	Sevice depot repaier anim doesn't stop	Regression	2019-07-18 21:59:28 +0000 UTC
16784	CLOSED	Healthy Aircraft on service depot	Regression	2019-07-23 15:01:43 +0000 UTC
16782	CLOSED	Repairs on Service Depot off-center	Regression	2019-07-21 13:17:10 +0000 UTC
16781	CLOSED	Stop order on rearming planes makes them take off	Regression	2019-07-16 16:54:04 +0000 UTC
16780	CLOSED	MAD tank does not self-destruct when queuing move order after deploy order	Regression	2019-07-30 09:03:33 +0000 UTC
16779	CLOSED	Persistant force fire	Regression	2019-07-18 22:14:57 +0000 UTC
16776	CLOSED	Landed Chinook not preventing building placement		2019-07-15 14:54:50 +0000 UTC
16775	CLOSED	D2K: Automatic carryalls override player harvest positions.	Regression	2019-07-19 08:49:59 +0000 UTC
16773	CLOSED	DeliversCash break unit voices.	Regression	2019-07-16 09:04:56 +0000 UTC
16769	OPEN	reaperrr's Next+1 roadmap	Meta	2021-03-28 11:41:42 +0000 UTC
16766	CLOSED	Stacked my wall on enemy pillbox	Bug	2019-10-11 16:13:09 +0000 UTC
16765	OPEN	Save groups of tiles as custom template in the map editor	Idea/Wishlist, Map Editor	2019-07-10 15:14:51 +0000 UTC
16763	OPEN	SoundOnDamageTransition has legacy cruft.	Refactor, Audio	2019-08-04 11:52:27 +0000 UTC
16762	CLOSED	Add a way to disable Aircraft Force Landing logic.	Feature	2019-07-19 10:14:40 +0000 UTC
16761	CLOSED	Service Depot bug: new rallypoint movecmd even thought other movecmd exists	Bug	2019-07-15 22:48:55 +0000 UTC
16758	CLOSED	Classic production does not have a Parallel counterpart.	Idea/Wishlist	2020-10-04 16:59:54 +0000 UTC
16753	OPEN	Impossible to override GainsExperience Conditions thresholds	Bug	2019-07-13 10:32:06 +0000 UTC
16750	CLOSED	Visceroids doesnt attack	Regression	2019-07-11 19:49:58 +0000 UTC
16747	CLOSED	Dogs no longer play their kill/eat animation	Regression	2019-08-17 10:42:07 +0000 UTC
16742	CLOSED	Crash in D2k	Crash, Dune 2000, Regression	2019-07-11 11:19:20 +0000 UTC
16740	CLOSED	Air transports take off and land for each entering inf	Polish, Regression	2019-07-01 14:00:05 +0000 UTC
16736	CLOSED	Selecting a player view then opening up the new Observer overview does not show actual flags if a player started as random.	Bug	2019-07-21 11:50:03 +0000 UTC
16735	CLOSED	Multipile RejectsOrders enabled at the same time don't work properly	Bug	2019-09-13 18:49:20 +0000 UTC
16733	CLOSED	I can not play games on my 4K laptop because my eyes are sick.	Question / Support, UI	2019-09-17 15:19:09 +0000 UTC
16732	CLOSED	Make all does not depend on make version	Documentation	2019-07-05 15:28:25 +0000 UTC
16730	OPEN	Check for LoadedCondition not factoring in Weight	Feature	2019-06-27 19:25:08 +0000 UTC
16729	CLOSED	Server log files do not contain timestamps	Feature, Dedicated	2019-07-27 09:47:25 +0000 UTC
16728	CLOSED	BeaconLib.Beacon: Method 'System.Net.Sockets.UdpClient.AllowNatTraversal' not found.	Bug, Dedicated, OS: Linux	2020-07-18 10:04:16 +0000 UTC
16727	CLOSED	Destroyer missiles show splash when hitting target	Regression	2019-07-07 17:15:09 +0000 UTC
16722	CLOSED	Building a Minelayer in RA crashes the game	Crash	2019-06-27 18:22:11 +0000 UTC
16717	CLOSED	Vehicles and infantry now move around crates, instead of collecting them (like for potential rewards)	Regression	2019-06-22 12:52:20 +0000 UTC
16714	OPEN	Super Weapons Prices	Feature, Balancing	2021-09-09 07:56:50 +0000 UTC
16713	OPEN	Units who don't need repair or refill, should cancel the order (Red Alert)	Feature, Polish	2019-08-12 21:03:49 +0000 UTC
16712	OPEN	Queued orders for Group of air units are not being executed (Red Alert)	Regression	2019-08-12 20:39:17 +0000 UTC
16711	CLOSED	Buying air units fails while airpad has a unit docked in it (Red Alert)	Polish	2021-03-18 15:12:07 +0000 UTC
16706	CLOSED	intuitive use of the "burrow" trait from tiberian sun.		2020-01-28 09:40:20 +0000 UTC
16705	CLOSED	Start error	Crash	2020-02-26 08:42:48 +0000 UTC
16704	OPEN	Replays with multiple local clients crash	Regression	2019-06-17 11:49:42 +0000 UTC
16703	CLOSED	Bomber John: Game crashes when pressing tab	Crash	2020-02-26 22:25:42 +0000 UTC
16700	OPEN	Place beacon with predefined messages	Feature	2019-06-15 22:17:09 +0000 UTC
16699	OPEN	Incorporate RA-Classic ruleset as an optional mode for RA mod	Feature, Red Alert	2020-06-11 14:31:23 +0000 UTC
16697	OPEN	Observer widgets start blinking the cameos during active production when multiple type of actors are produced within a ParallelProductionQueue.	Bug	2019-07-04 16:38:53 +0000 UTC
16694	CLOSED	Game freezes completely during multiplayer	Crash	2019-06-14 20:09:05 +0000 UTC
16693	OPEN	ActorSpawnManager should have an field for Initial delay	Feature	2021-10-11 08:14:58 +0000 UTC
16692	CLOSED	build this source code on a webserver	Question / Support	2019-06-16 13:58:02 +0000 UTC
16690	OPEN	Remove AttackBomber	Refactor	2019-06-12 04:29:46 +0000 UTC
16688	CLOSED	TS CameraPitch on ^Vehicle is wrong.	Bug, Tiberian Sun	2020-02-17 23:49:05 +0000 UTC
16687	OPEN	Show contents of selection in a dedicated panel	Idea/Wishlist, UI	2019-08-18 19:13:32 +0000 UTC
16686	OPEN	Proposal: Enhance Utility command argument validation	Utility	2019-06-11 14:02:04 +0000 UTC
16683	CLOSED	OpenRa Crash at the start	Crash	2019-08-04 12:30:13 +0000 UTC
16682	CLOSED	Inconsistency between aircraft and mobile speed	Bug	2021-04-15 16:03:43 +0000 UTC
16681	CLOSED	Support explicit ordering songs and use it to reorder playlists		2019-06-10 20:24:27 +0000 UTC
16679	CLOSED	AIs seem dead in Red Alert	Regression, AI	2019-06-20 17:51:03 +0000 UTC
16678	CLOSED	Mobile>RequiresCondition is broken	Regression	2019-06-24 14:25:41 +0000 UTC
16676	OPEN	In replays when 50%, 200% or Max speed is chosen the timer is repeatedly blocked	Polish, UI	2019-11-25 15:38:48 +0000 UTC
16675	CLOSED	Can't start games	Crash	2021-04-06 17:59:55 +0000 UTC
16674	CLOSED	Orders during transformation are treated as queued orders	Regression	2019-06-15 07:49:24 +0000 UTC
16673	OPEN	Undeploy on attack ground causes the unit to move into range and stop	Bug	2019-06-20 20:05:38 +0000 UTC
16670	OPEN	No tooltip for truncated player names in observer UI	Polish, UI, Usability	2019-08-11 11:12:18 +0000 UTC
16669	OPEN	Right-click orders inconsistencies	Polish, UI	2019-07-21 03:35:10 +0000 UTC
16668	CLOSED	Prevent auto-RTB when aircraft without ammo are ordered to attack	Idea/Wishlist, Balancing	2021-06-13 09:45:16 +0000 UTC
16666	OPEN	Allow binding key to cancel production	Idea/Wishlist	2019-06-09 14:18:15 +0000 UTC
16665	CLOSED	Setting LARGEADRESSAWARE fails if path contains space.	Bug, Packaging, OS: Windows	2019-06-24 21:19:25 +0000 UTC
16664	OPEN	Aircraft should hold reservations until they are a certain height above the ground	Polish	2019-06-09 10:23:13 +0000 UTC
16663	CLOSED	Crushing engineer capturing building does not abort capturing.		2019-06-09 09:28:16 +0000 UTC
16661	CLOSED	Paradropped crates no longer play their idle animation and imminently skip to the animation played on the ground	Regression	2019-06-22 12:52:20 +0000 UTC
